Time,Cloud Cover (%),Pressure_kpa,Temperature (C) ,Wind Direction (deg),Wind Speed (kmh)
2021-01-04 20:00:00,0.08,0.835246128,0.354842256,0.928671329,0.142080385
2021-01-04 21:00:00,0.07,0.849073562,0.310871716,0.945454545,0.131151124
2021-01-04 22:00:00,0.08,0.849073562,0.310871716,0.738461538,0.120221864
2021-01-04 23:00:00,0.09,0.835246128,0.310871716,0.534265734,0.098363343
2021-01-05 00:00:00,0.09,0.835246128,0.354842256,0.33006993,0.087434083
2021-01-05 01:00:00,0.1,0.835246128,0.398812795,0.542657343,0.087434083
2021-01-05 02:00:00,0.11,0.821418695,0.398812795,0.752447552,0.098363343
2021-01-05 03:00:00,0.12,0.821418695,0.442783335,0.965034965,0.098363343
2021-01-05 04:00:00,0.12,0.821418695,0.442783335,0.861538462,0.120221864
2021-01-05 05:00:00,0.13,0.835246128,0.442783335,0.758041958,0.131151124
2021-01-05 06:00:00,0.13,0.835246128,0.398812795,0.651748252,0.153009645
2021-01-05 07:00:00,0.12,0.849073562,0.442783335,0.439160839,0.142080385
2021-01-05 08:00:00,0.11,0.849073562,0.442783335,0.226573427,0.131151124
2021-01-05 09:00:00,0.1,0.862900996,0.442783335,0.011188811,0.109292604
2021-01-05 10:00:00,0.1,0.862900996,0.486753875,0.106293706,0.109292604
2021-01-05 11:00:00,0.09,0.849073562,0.530724415,0.201398601,0.098363343
2021-01-05 12:00:00,0.08,0.849073562,0.530724415,0.296503497,0.087434083
2021-01-05 13:00:00,0.08,0.835246128,0.530724415,0.48951049,0.120221864
2021-01-05 14:00:00,0.08,0.835246128,0.530724415,0.685314685,0.153009645
2021-01-05 15:00:00,0.08,0.821418695,0.530724415,0.878321678,0.185797426
2021-01-05 16:00:00,0.06,0.821418695,0.486753875,0.892307692,0.185797426
2021-01-05 17:00:00,0.05,0.821418695,0.486753875,0.903496503,0.196726687
2021-01-05 18:00:00,0.04,0.821418695,0.486753875,0.914685315,0.196726687
2021-01-05 19:00:00,0.04,0.835246128,0.398812795,0.825174825,0.174868166
2021-01-05 20:00:00,0.04,0.835246128,0.354842256,0.735664336,0.163938905
2021-01-05 21:00:00,0.04,0.849073562,0.310871716,0.646153846,0.142080385
2021-01-05 22:00:00,0.04,0.849073562,0.310871716,0.548251748,0.131151124
2021-01-05 23:00:00,0.05,0.849073562,0.266901176,0.45034965,0.131151124
2021-01-06 00:00:00,0.05,0.849073562,0.222930636,0.355244755,0.120221864
2021-01-06 01:00:00,0.05,0.849073562,0.310871716,0.455944056,0.131151124
2021-01-06 02:00:00,0.06,0.849073562,0.354842256,0.556643357,0.131151124
2021-01-06 03:00:00,0.06,0.835246128,0.442783335,0.657342657,0.142080385
2021-01-06 04:00:00,0.05,0.849073562,0.442783335,0.439160839,0.153009645
2021-01-06 05:00:00,0.05,0.849073562,0.398812795,0.223776224,0.153009645
2021-01-06 06:00:00,0.04,0.849073562,0.398812795,0.005594406,0.163938905
2021-01-06 07:00:00,0.04,0.862900996,0.442783335,0.12027972,0.153009645
2021-01-06 08:00:00,0.03,0.862900996,0.442783335,0.232167832,0.142080385
2021-01-06 09:00:00,0.03,0.876728429,0.442783335,0.346853147,0.131151124
2021-01-06 10:00:00,0.03,0.862900996,0.486753875,0.551048951,0.131151124
2021-01-06 11:00:00,0.02,0.862900996,0.530724415,0.758041958,0.131151124
2021-01-06 12:00:00,0.02,0.862900996,0.574694954,0.965034965,0.131151124
2021-01-06 13:00:00,0.01,0.849073562,0.530724415,0.945454545,0.153009645
2021-01-06 14:00:00,0.01,0.849073562,0.530724415,0.923076923,0.185797426
2021-01-06 15:00:00,0.0,0.835246128,0.530724415,0.900699301,0.207655947
2021-01-06 16:00:00,0.0,0.835246128,0.530724415,0.909090909,0.207655947
2021-01-06 17:00:00,0.0,0.835246128,0.486753875,0.914685315,0.207655947
2021-01-06 18:00:00,0.0,0.849073562,0.486753875,0.92027972,0.207655947
2021-01-06 19:00:00,0.0,0.849073562,0.398812795,0.934265734,0.185797426
2021-01-06 20:00:00,0.0,0.862900996,0.354842256,0.945454545,0.163938905
2021-01-06 21:00:00,0.0,0.862900996,0.310871716,0.959440559,0.142080385
2021-01-06 22:00:00,0.0,0.862900996,0.266901176,0.965034965,0.131151124
2021-01-06 23:00:00,0.0,0.862900996,0.266901176,0.973426573,0.131151124
2021-01-07 00:00:00,0.0,0.862900996,0.222930636,0.979020979,0.120221864
2021-01-07 01:00:00,0.0,0.862900996,0.310871716,0.981818182,0.131151124
2021-01-07 02:00:00,0.0,0.862900996,0.354842256,0.984615385,0.142080385
2021-01-07 03:00:00,0.0,0.849073562,0.442783335,0.984615385,0.153009645
2021-01-07 04:00:00,0.0,0.849073562,0.442783335,0.886713287,0.153009645
2021-01-07 05:00:00,0.0,0.862900996,0.398812795,0.786013986,0.153009645
2021-01-07 06:00:00,0.0,0.862900996,0.398812795,0.685314685,0.153009645
2021-01-07 07:00:00,0.0,0.862900996,0.398812795,0.46993007,0.142080385
2021-01-07 08:00:00,0.0,0.876728429,0.442783335,0.254545455,0.131151124
2021-01-07 09:00:00,0.0,0.876728429,0.442783335,0.039160839,0.120221864
2021-01-07 10:00:00,0.0,0.876728429,0.486753875,0.128671329,0.120221864
2021-01-07 11:00:00,0.0,0.876728429,0.530724415,0.218181818,0.120221864
2021-01-07 12:00:00,0.0,0.876728429,0.530724415,0.307692308,0.131151124
2021-01-07 13:00:00,0.0,0.862900996,0.530724415,0.500699301,0.153009645
2021-01-07 14:00:00,0.0,0.849073562,0.530724415,0.693706294,0.174868166
2021-01-07 15:00:00,0.0,0.835246128,0.530724415,0.886713287,0.196726687
2021-01-07 16:00:00,0.0,0.849073562,0.486753875,0.900699301,0.196726687
2021-01-07 17:00:00,0.0,0.849073562,0.442783335,0.911888112,0.207655947
2021-01-07 18:00:00,0.0,0.849073562,0.442783335,0.923076923,0.207655947
2021-01-07 19:00:00,0.0,0.849073562,0.398812795,0.830769231,0.196726687
2021-01-07 20:00:00,0.0,0.862900996,0.354842256,0.735664336,0.185797426
2021-01-07 21:00:00,0.0,0.862900996,0.310871716,0.640559441,0.163938905
2021-01-07 22:00:00,0.0,0.862900996,0.266901176,0.542657343,0.153009645
2021-01-07 23:00:00,0.0,0.862900996,0.222930636,0.441958042,0.142080385
2021-01-08 00:00:00,0.0,0.862900996,0.178960097,0.344055944,0.131151124
2021-01-08 01:00:00,0.0,0.849073562,0.266901176,0.453146853,0.131151124
2021-01-08 02:00:00,0.0,0.849073562,0.354842256,0.565034965,0.131151124
2021-01-08 03:00:00,0.0,0.849073562,0.442783335,0.674125874,0.131151124
2021-01-08 04:00:00,0.0,0.849073562,0.398812795,0.464335664,0.131151124
2021-01-08 05:00:00,0.0,0.849073562,0.398812795,0.254545455,0.120221864
2021-01-08 06:00:00,0.0,0.849073562,0.398812795,0.044755245,0.120221864
2021-01-08 07:00:00,0.0,0.862900996,0.398812795,0.053146853,0.109292604
2021-01-08 08:00:00,0.0,0.862900996,0.442783335,0.061538462,0.098363343
2021-01-08 09:00:00,0.0,0.862900996,0.442783335,0.06993007,0.087434083
2021-01-08 10:00:00,0.0,0.862900996,0.486753875,0.153846154,0.087434083
2021-01-08 11:00:00,0.0,0.862900996,0.530724415,0.237762238,0.087434083
2021-01-08 12:00:00,0.0,0.849073562,0.574694954,0.318881119,0.087434083
2021-01-08 13:00:00,0.0,0.835246128,0.574694954,0.500699301,0.120221864
2021-01-08 14:00:00,0.0,0.835246128,0.574694954,0.67972028,0.142080385
2021-01-08 15:00:00,0.0,0.821418695,0.574694954,0.858741259,0.163938905
2021-01-08 16:00:00,0.0,0.821418695,0.530724415,0.872727273,0.174868166
2021-01-08 17:00:00,0.0,0.821418695,0.486753875,0.886713287,0.174868166
2021-01-08 18:00:00,0.0,0.821418695,0.442783335,0.897902098,0.185797426
2021-01-08 19:00:00,0.0,0.821418695,0.398812795,0.917482517,0.163938905
2021-01-08 20:00:00,0.0,0.835246128,0.354842256,0.93986014,0.142080385
2021-01-08 21:00:00,0.0,0.835246128,0.310871716,0.959440559,0.120221864
2021-01-08 22:00:00,0.0,0.835246128,0.310871716,0.965034965,0.120221864
2021-01-08 23:00:00,0.0,0.835246128,0.310871716,0.973426573,0.109292604
2021-01-09 00:00:00,0.0,0.835246128,0.354842256,0.981818182,0.109292604
2021-01-09 01:00:00,0.0,0.835246128,0.398812795,0.976223776,0.120221864
2021-01-09 02:00:00,0.0,0.835246128,0.442783335,0.973426573,0.120221864
2021-01-09 03:00:00,0.0,0.835246128,0.486753875,0.970629371,0.131151124
2021-01-09 04:00:00,0.0,0.835246128,0.486753875,0.864335664,0.131151124
2021-01-09 05:00:00,0.0,0.835246128,0.442783335,0.760839161,0.142080385
2021-01-09 06:00:00,0.0,0.835246128,0.442783335,0.654545455,0.142080385
2021-01-09 07:00:00,0.0,0.849073562,0.442783335,0.551048951,0.131151124
2021-01-09 08:00:00,0.0,0.849073562,0.442783335,0.447552448,0.131151124
2021-01-09 09:00:00,0.0,0.862900996,0.486753875,0.344055944,0.120221864
2021-01-09 10:00:00,0.0,0.862900996,0.486753875,0.53986014,0.120221864
2021-01-09 11:00:00,0.0,0.862900996,0.530724415,0.735664336,0.120221864
2021-01-09 12:00:00,0.0,0.849073562,0.574694954,0.931468531,0.120221864
2021-01-09 13:00:00,0.0,0.849073562,0.530724415,0.906293706,0.142080385
2021-01-09 14:00:00,0.0,0.835246128,0.530724415,0.878321678,0.153009645
2021-01-09 15:00:00,0.0,0.821418695,0.530724415,0.85034965,0.174868166
2021-01-09 16:00:00,0.0,0.821418695,0.530724415,0.861538462,0.174868166
2021-01-09 17:00:00,0.0,0.821418695,0.530724415,0.872727273,0.185797426
2021-01-09 18:00:00,0.0,0.821418695,0.486753875,0.881118881,0.185797426
2021-01-09 19:00:00,0.0,0.835246128,0.486753875,0.892307692,0.174868166
2021-01-09 20:00:00,0.0,0.835246128,0.486753875,0.903496503,0.174868166
2021-01-09 21:00:00,0.0,0.849073562,0.486753875,0.914685315,0.163938905
2021-01-09 22:00:00,0.0,0.849073562,0.442783335,0.931468531,0.153009645
2021-01-09 23:00:00,0.01,0.849073562,0.398812795,0.951048951,0.142080385
