Time,Load (kW)
2017-04-01 07:00:00,1049890.436
2017-04-01 08:00:00,1129409.92
2017-04-01 09:00:00,1215042.513
2017-04-01 10:00:00,1271374.948
2017-04-01 11:00:00,1289762.783
2017-04-01 12:00:00,1295528.864
2017-04-01 13:00:00,1289538.972
2017-04-01 14:00:00,1298144.504
2017-04-01 15:00:00,1285060.954
2017-04-01 16:00:00,1267502.906
2017-04-01 17:00:00,1239845.907
2017-04-01 18:00:00,1214170.539
2017-04-01 19:00:00,1192270.538
2017-04-01 20:00:00,1169652.582
2017-04-01 21:00:00,1153390.47
2017-04-01 22:00:00,1134816.931
2017-04-01 23:00:00,1104390.519
2017-04-02 00:00:00,1083979.799
2017-04-02 01:00:00,1054757.658
2017-04-02 02:00:00,1031771.816
2017-04-02 03:00:00,1015507.71
2017-04-02 04:00:00,1005511.37
2017-04-02 05:00:00,998663.9585
2017-04-02 06:00:00,988984.2927
2017-04-02 07:00:00,981910.3386
2017-04-02 08:00:00,1006754.01
2017-04-02 09:00:00,1037477.696
2017-04-02 10:00:00,1067492.569
2017-04-02 11:00:00,1087436.883
2017-04-02 12:00:00,1101556.483
2017-04-02 13:00:00,1102347.907
2017-04-02 14:00:00,1107896.479
2017-04-02 15:00:00,1105253.833
2017-04-02 16:00:00,1090685.349
2017-04-02 17:00:00,1081434.721
2017-04-02 18:00:00,1083853.137
2017-04-02 19:00:00,1095305.569
2017-04-02 20:00:00,1094661.073
2017-04-02 21:00:00,1095292.645
2017-04-02 22:00:00,1087013.485
2017-04-02 23:00:00,1075237.477
2017-04-03 00:00:00,1053953.53
2017-04-03 01:00:00,1031061.656
2017-04-03 02:00:00,1014093.98
2017-04-03 03:00:00,1000906.034
2017-04-03 04:00:00,995226.8465
2017-04-03 05:00:00,999713.3364
2017-04-03 06:00:00,1018785.556
2017-04-03 07:00:00,1092136.579
2017-04-03 08:00:00,1226304.712
2017-04-03 09:00:00,1351864.042
2017-04-03 10:00:00,1400862.146
2017-04-03 11:00:00,1432858.983
2017-04-03 12:00:00,1436024.381
2017-04-03 13:00:00,1432351.677
2017-04-03 14:00:00,1449370.725
2017-04-03 15:00:00,1452003.289
2017-04-03 16:00:00,1443140.011
2017-04-03 17:00:00,1397271.124
2017-04-03 18:00:00,1329613.727
2017-04-03 19:00:00,1274150.308
2017-04-03 20:00:00,1225077.359
2017-04-03 21:00:00,1188788.882
2017-04-03 22:00:00,1163831.554
2017-04-03 23:00:00,1132842.785
2017-04-04 00:00:00,1100260.829
2017-04-04 01:00:00,1074694.13
2017-04-04 02:00:00,1053430.282
2017-04-04 03:00:00,1036980.896
2017-04-04 04:00:00,1032110.088
2017-04-04 05:00:00,1038810.878
2017-04-04 06:00:00,1050236.092
2017-04-04 07:00:00,1119244.435
2017-04-04 08:00:00,1242867.323
2017-04-04 09:00:00,1363118.606
2017-04-04 10:00:00,1424186.644
2017-04-04 11:00:00,1442092.596
2017-04-04 12:00:00,1449823.437
2017-04-04 13:00:00,1451535.233
2017-04-04 14:00:00,1467597.745
2017-04-04 15:00:00,1461455.735
2017-04-04 16:00:00,1441140.56
2017-04-04 17:00:00,1393473.16
2017-04-04 18:00:00,1324456.733
2017-04-04 19:00:00,1273364.53
2017-04-04 20:00:00,1224903.951
2017-04-04 21:00:00,1191029.458
2017-04-04 22:00:00,1160421.414
2017-04-04 23:00:00,1128693.905
2017-04-05 00:00:00,1098477.769
2017-04-05 01:00:00,1074217.684
2017-04-05 02:00:00,1052578.838
2017-04-05 03:00:00,1032492.06
2017-04-05 04:00:00,1027780.168
2017-04-05 05:00:00,1034830.82
2017-04-05 06:00:00,1051030.486
2017-04-05 07:00:00,1121859.909
2017-04-05 08:00:00,1246769.27
2017-04-05 09:00:00,1365340.389
2017-04-05 10:00:00,1430864.148
2017-04-05 11:00:00,1445088.074
2017-04-05 12:00:00,1453713.475
2017-04-05 13:00:00,1446901.438
2017-04-05 14:00:00,1458067.921
2017-04-05 15:00:00,1448334.086
2017-04-05 16:00:00,1437699.514
2017-04-05 17:00:00,1398378.242
2017-04-05 18:00:00,1331445.627
2017-04-05 19:00:00,1279720.116
2017-04-05 20:00:00,1229010.389
2017-04-05 21:00:00,1196947.462
2017-04-05 22:00:00,1169617.02
2017-04-05 23:00:00,1142439.549
2017-04-06 00:00:00,1110722.143
2017-04-06 01:00:00,1083039.004
2017-04-06 02:00:00,1059772.196
2017-04-06 03:00:00,1042834.094
2017-04-06 04:00:00,1035728.342
2017-04-06 05:00:00,1039899.282
2017-04-06 06:00:00,1056591.112
2017-04-06 07:00:00,1126147.055
2017-04-06 08:00:00,1247770.113
2017-04-06 09:00:00,1369029.645
2017-04-06 10:00:00,1430377.09
2017-04-06 11:00:00,1455697.908
2017-04-06 12:00:00,1450687.048
2017-04-06 13:00:00,1449773.69
2017-04-06 14:00:00,1464722.27
2017-04-06 15:00:00,1450211.132
2017-04-06 16:00:00,1435510.196
2017-04-06 17:00:00,1397578.812
2017-04-06 18:00:00,1335250.813
2017-04-06 19:00:00,1279970.436
2017-04-06 20:00:00,1237956.931
2017-04-06 21:00:00,1203819.872
2017-04-06 22:00:00,1176770.658
2017-04-06 23:00:00,1142104.073
2017-04-07 00:00:00,1110053.985
2017-04-07 01:00:00,1078961.884
2017-04-07 02:00:00,1056748.338
2017-04-07 03:00:00,1042034.498
2017-04-07 04:00:00,1031974.12
2017-04-07 05:00:00,1036070.656
2017-04-07 06:00:00,1053738.924
2017-04-07 07:00:00,1126787.809
2017-04-07 08:00:00,1255581.396
2017-04-07 09:00:00,1371452.773
2017-04-07 10:00:00,1426011.678
2017-04-07 11:00:00,1444045.53
2017-04-07 12:00:00,1444006.538
2017-04-07 13:00:00,1431179.308
2017-04-07 14:00:00,1442278.684
2017-04-07 15:00:00,1446308.272
2017-04-07 16:00:00,1432861.268
2017-04-07 17:00:00,1388842.916
2017-04-07 18:00:00,1321983.779
2017-04-07 19:00:00,1274329.654
2017-04-07 20:00:00,1235079.617
2017-04-07 21:00:00,1206107.412
2017-04-07 22:00:00,1179892.084
2017-04-07 23:00:00,1148630.039
2017-04-08 00:00:00,1120217.251
2017-04-08 01:00:00,1093990.734
2017-04-08 02:00:00,1074207.506
2017-04-08 03:00:00,1056159.41
2017-04-08 04:00:00,1048833.206
2017-04-08 05:00:00,1047495.854
2017-04-08 06:00:00,1034957.504
2017-04-08 07:00:00,1069788.846
2017-04-08 08:00:00,1139142.632
2017-04-08 09:00:00,1225200.981
2017-04-08 10:00:00,1279043.02
2017-04-08 11:00:00,1296826.44
2017-04-08 12:00:00,1298433.31
2017-04-08 13:00:00,1291759.726
2017-04-08 14:00:00,1294898.736
2017-04-08 15:00:00,1280164.092
2017-04-08 16:00:00,1267585.427
2017-04-08 17:00:00,1220373.983
2017-04-08 18:00:00,1192866.41
2017-04-08 19:00:00,1173221.372
2017-04-08 20:00:00,1150261.534
2017-04-08 21:00:00,1131598.899
2017-04-08 22:00:00,1114061.363
2017-04-08 23:00:00,1091330.435
2017-04-09 00:00:00,1071703.436
2017-04-09 01:00:00,1048308.346
2017-04-09 02:00:00,1026928.576
2017-04-09 03:00:00,1011874.712
2017-04-09 04:00:00,1001653.779
2017-04-09 05:00:00,996970.9405
2017-04-09 06:00:00,980933.4627
2017-04-09 07:00:00,979195.0647
2017-04-09 08:00:00,1005206.218
2017-04-09 09:00:00,1035700.964
2017-04-09 10:00:00,1062900.102
2017-04-09 11:00:00,1084173.311
2017-04-09 12:00:00,1096315.633
2017-04-09 13:00:00,1097452.785
2017-04-09 14:00:00,1102174.059
2017-04-09 15:00:00,1105331.243
2017-04-09 16:00:00,1098979.267
2017-04-09 17:00:00,1088642.405
2017-04-09 18:00:00,1089744.701
2017-04-09 19:00:00,1099137.029
2017-04-09 20:00:00,1091839.509
2017-04-09 21:00:00,1085679.695
2017-04-09 22:00:00,1073306.369
2017-04-09 23:00:00,1065951.96
2017-04-10 00:00:00,1047716.494
2017-04-10 01:00:00,1023610.134
2017-04-10 02:00:00,1004005.099
2017-04-10 03:00:00,993194.7906
2017-04-10 04:00:00,992202.6287
2017-04-10 05:00:00,997635.3965
2017-04-10 06:00:00,1020058.89
2017-04-10 07:00:00,1097585.085
2017-04-10 08:00:00,1223459.06
2017-04-10 09:00:00,1337670.425
2017-04-10 10:00:00,1401375.696
2017-04-10 11:00:00,1418522.86
2017-04-10 12:00:00,1411782.518
2017-04-10 13:00:00,1403018.402
2017-04-10 14:00:00,1419601.876
2017-04-10 15:00:00,1421861.144
2017-04-10 16:00:00,1409899.466
2017-04-10 17:00:00,1370690.186
2017-04-10 18:00:00,1314178.35
2017-04-10 19:00:00,1266114.481
2017-04-10 20:00:00,1214935.255
2017-04-10 21:00:00,1178808.228
2017-04-10 22:00:00,1146437.672
2017-04-10 23:00:00,1112577.251
2017-04-11 00:00:00,1083863.883
2017-04-11 01:00:00,1052191.322
2017-04-11 02:00:00,1033273.632
2017-04-11 03:00:00,1019251.932
2017-04-11 04:00:00,1013837.838
2017-04-11 05:00:00,1023365.698
2017-04-11 06:00:00,1038571.724
2017-04-11 07:00:00,1110178.789
2017-04-11 08:00:00,1238114.569
2017-04-11 09:00:00,1353078.989
2017-04-11 10:00:00,1411499.356
2017-04-11 11:00:00,1422315.838
2017-04-11 12:00:00,1424208.688
2017-04-11 13:00:00,1415146.808
2017-04-11 14:00:00,1420180.196
2017-04-11 15:00:00,1411194.788
2017-04-11 16:00:00,1397719.478
2017-04-11 17:00:00,1362215.485
2017-04-11 18:00:00,1302636.854
2017-04-11 19:00:00,1256052.671
2017-04-11 20:00:00,1208724.451
2017-04-11 21:00:00,1175772.51
2017-04-11 22:00:00,1144472.023
2017-04-11 23:00:00,1115068.527
2017-04-12 00:00:00,1082063.041
2017-04-12 01:00:00,1055366.012
2017-04-12 02:00:00,1038443.654
2017-04-12 03:00:00,1023301.47
2017-04-12 04:00:00,1017155.4
2017-04-12 05:00:00,1022784.978
2017-04-12 06:00:00,1039006.412
2017-04-12 07:00:00,1112950.213
2017-04-12 08:00:00,1237959.267
2017-04-12 09:00:00,1341090.337
2017-04-12 10:00:00,1405390.322
2017-04-12 11:00:00,1420807.522
2017-04-12 12:00:00,1422781.536
2017-04-12 13:00:00,1417326.588
2017-04-12 14:00:00,1434384.976
2017-04-12 15:00:00,1430083.864
2017-04-12 16:00:00,1422040.042
2017-04-12 17:00:00,1380976.16
2017-04-12 18:00:00,1320702.558
2017-04-12 19:00:00,1262564.073
2017-04-12 20:00:00,1220903.921
2017-04-12 21:00:00,1191116.11
2017-04-12 22:00:00,1164832.074
2017-04-12 23:00:00,1126582.603
2017-04-13 00:00:00,1091882.851
2017-04-13 01:00:00,1063476.722
2017-04-13 02:00:00,1046196.59
2017-04-13 03:00:00,1030411.754
2017-04-13 04:00:00,1023869.068
2017-04-13 05:00:00,1027063.358
2017-04-13 06:00:00,1040991.316
2017-04-13 07:00:00,1115233.385
2017-04-13 08:00:00,1238129.309
2017-04-13 09:00:00,1350854.443
2017-04-13 10:00:00,1411010.684
2017-04-13 11:00:00,1423009.366
2017-04-13 12:00:00,1421682.628
2017-04-13 13:00:00,1417430.45
2017-04-13 14:00:00,1427785.92
2017-04-13 15:00:00,1428859.808
2017-04-13 16:00:00,1416850.8
2017-04-13 17:00:00,1385494.744
2017-04-13 18:00:00,1325716.069
2017-04-13 19:00:00,1279155.012
2017-04-13 20:00:00,1228207.855
2017-04-13 21:00:00,1188308.35
2017-04-13 22:00:00,1158650.296
2017-04-13 23:00:00,1127250.635
2017-04-14 00:00:00,1093580.737
2017-04-14 01:00:00,1066105.352
2017-04-14 02:00:00,1047414.204
2017-04-14 03:00:00,1034037.332
2017-04-14 04:00:00,1025853.146
2017-04-14 05:00:00,1028522.682
2017-04-14 06:00:00,1044948.434
2017-04-14 07:00:00,1109238.805
2017-04-14 08:00:00,1228964.829
2017-04-14 09:00:00,1345472.685
2017-04-14 10:00:00,1406582.79
2017-04-14 11:00:00,1426580.206
2017-04-14 12:00:00,1429542.866
2017-04-14 13:00:00,1424450.174
2017-04-14 14:00:00,1432731.998
2017-04-14 15:00:00,1430610.31
2017-04-14 16:00:00,1420180.148
2017-04-14 17:00:00,1376031.961
2017-04-14 18:00:00,1319375.68
2017-04-14 19:00:00,1274313.656
2017-04-14 20:00:00,1217126.671
2017-04-14 21:00:00,1178390.806
2017-04-14 22:00:00,1145666.392
2017-04-14 23:00:00,1115542.147
2017-04-15 00:00:00,1079198.341
2017-04-15 01:00:00,1053474.296
2017-04-15 02:00:00,1031651.482
2017-04-15 03:00:00,1017815.902
2017-04-15 04:00:00,1007271.18
2017-04-15 05:00:00,1008580.786
2017-04-15 06:00:00,1013746.482
2017-04-15 07:00:00,1047617.838
2017-04-15 08:00:00,1122032.264
2017-04-15 09:00:00,1205416.777
2017-04-15 10:00:00,1268379.296
2017-04-15 11:00:00,1285522.172
2017-04-15 12:00:00,1284447.08
2017-04-15 13:00:00,1272541.092
2017-04-15 14:00:00,1277451.124
2017-04-15 15:00:00,1272005.882
2017-04-15 16:00:00,1251745.933
2017-04-15 17:00:00,1218260.313
2017-04-15 18:00:00,1186847.182
2017-04-15 19:00:00,1171573.788
2017-04-15 20:00:00,1153177.122
2017-04-15 21:00:00,1134036.449
2017-04-15 22:00:00,1110717.377
2017-04-15 23:00:00,1089793.735
2017-04-16 00:00:00,1062507.482
2017-04-16 01:00:00,1042218.608
2017-04-16 02:00:00,1021167.254
2017-04-16 03:00:00,1007809.944
2017-04-16 04:00:00,1003005.701
2017-04-16 05:00:00,999758.9126
2017-04-16 06:00:00,990710.5727
2017-04-16 07:00:00,989563.5747
2017-04-16 08:00:00,1013447.082
2017-04-16 09:00:00,1048105.34
2017-04-16 10:00:00,1075592.7
2017-04-16 11:00:00,1093967.643
2017-04-16 12:00:00,1101802.259
2017-04-16 13:00:00,1095980.805
2017-04-16 14:00:00,1100312.279
2017-04-16 15:00:00,1102573.073
2017-04-16 16:00:00,1098233.577
2017-04-16 17:00:00,1086887.377
2017-04-16 18:00:00,1087105.447
2017-04-16 19:00:00,1093943.053
2017-04-16 20:00:00,1085350.931
2017-04-16 21:00:00,1067764.654
2017-04-16 22:00:00,1049945.818
2017-04-16 23:00:00,1030812.716
2017-04-17 00:00:00,1002096.428
2017-04-17 01:00:00,982151.9466
2017-04-17 02:00:00,966532.3868
2017-04-17 03:00:00,959068.4969
2017-04-17 04:00:00,948840.5151
2017-04-17 05:00:00,949545.869
2017-04-17 06:00:00,944346.3051
2017-04-17 07:00:00,951636.091
2017-04-17 08:00:00,986391.2045
2017-04-17 09:00:00,1023457.376
2017-04-17 10:00:00,1062561.801
2017-04-17 11:00:00,1103870.523
2017-04-17 12:00:00,1111502.769
2017-04-17 13:00:00,1115409.267
2017-04-17 14:00:00,1124712.712
2017-04-17 15:00:00,1116837.941
