Time,Load (kW),Pressure_kpa,Cloud Cover (%),Humidity (%),Temperature (C),Wind Direction (deg),Wind Speed (kmh)
12/11/2020 10:00,1221162.932,1013.5375,13.625,62.91666667,18.76688622,46.75,10.22125
12/11/2020 11:00,1229614.432,1013.15,25,58,22.13938622,29.625,11.21125
12/11/2020 12:00,1229617.932,1012.25,46,56,24.37438622,63.375,12.15625
12/11/2020 13:00,1222526.432,1011.0125,80,56,24.04188622,341,10.56875
12/11/2020 14:00,1225770.432,1010.1875,96.75,56.41666667,24.68938622,339.875,14.13375
12/11/2020 15:00,1223506.932,1009.975,95.875,58,24.39688622,329.625,12.37375
12/11/2020 16:00,1214370.932,1010.1125,88.875,64.75,22.24938622,320.25,18.36375
12/11/2020 17:00,1188128.932,1010.55,77.375,68.83333333,19.27688622,327.75,18.125
12/11/2020 18:00,1167688.932,1011.3375,59.875,70.41666667,17.31938622,329,14.02
12/11/2020 19:00,1133773.932,1012.2625,49.625,73,16.08688622,348,12.3225
12/11/2020 20:00,1099020.932,1012.9875,48.875,72.58333333,16.30438622,137,15.84625
12/11/2020 21:00,1076535.432,1013.2625,43.625,72.5,14.92188622,26,13.33375
12/11/2020 22:00,1054840.932,1013.3,37.75,70.33333333,14.69438622,25.75,13.49375
12/11/2020 23:00,1028780.432,1013.1,30.5,69,14.28688622,42.375,10.34
13/11/2020 0:00,1011183.432,1012.6375,19.875,68.25,13.60938622,48.75,4.47875
13/11/2020 1:00,996026.932,1012.125,2.75,68.16666667,12.80188622,37.875,4.42
13/11/2020 2:00,985010.432,1011.75,0.125,70.75,10.89688622,41,5.44375
13/11/2020 3:00,976885.432,1011.85,1.75,73.58333333,8.081886217,45,12.40125
13/11/2020 4:00,977184.932,1012.1125,4.25,69.41666667,9.714386217,62.625,7.60125
13/11/2020 5:00,981483.932,1012.6875,4.875,64.5,11.01188622,56.5,12.26625
13/11/2020 6:00,989179.932,1013.7,4.875,63.83333333,11.54188622,68.875,15.62625
13/11/2020 7:00,1029291.932,1014.575,11.75,62.58333333,12.24438622,67,17.97
13/11/2020 8:00,1105973.932,1015.3375,12,62.5,12.53938622,84.25,12.3525
13/11/2020 9:00,1172504.932,1015.5125,15,60.08333333,15.37688622,69.375,14.445
13/11/2020 10:00,1209396.932,1015.2125,13.125,59.5,18.23438622,63.125,14.81125
13/11/2020 11:00,1223623.432,1014.7875,0,65.83333333,20.60188622,55.75,14.7275
13/11/2020 12:00,1225141.932,1013.825,0,64.08333333,22.53938622,45,14.91125
13/11/2020 13:00,1219013.932,1012.6625,2.375,62.33333333,23.47688622,25.875,14.735
13/11/2020 14:00,1219835.432,1011.75,13.625,55.83333333,25.15688622,48.75,18.54
13/11/2020 15:00,1211205.932,1011.4375,14.875,55.33333333,24.40938622,35.125,15.17
13/11/2020 16:00,1194804.432,1011.45,17.5,55.83333333,23.65688622,10.125,13.36375
13/11/2020 17:00,1175853.932,1011.85,24.625,58,22.48438622,44.125,13.95625
13/11/2020 18:00,1157445.432,1012.6875,34.875,59.5,19.96438622,37.375,11.575
13/11/2020 19:00,1117203.932,1013.8875,22.25,58.08333333,18.13438622,55.25,11.12125
13/11/2020 20:00,1087646.432,1014.675,19.25,59.91666667,16.93688622,54.25,10.775
13/11/2020 21:00,1069274.932,1014.8625,16.875,59.41666667,16.26188622,46.5,13.71625
13/11/2020 22:00,1047872.432,1014.9,19.125,59.33333333,15.42188622,46,9.91625
13/11/2020 23:00,1017039.432,1014.775,18.25,61.66666667,13.87438622,43,9.58375
14/11/2020 0:00,1008521.432,1014.5,26.5,62,13.42688622,38.5,9.70625
14/11/2020 1:00,993695.432,1014.1125,55,62.33333333,11.73188622,31,10.26
14/11/2020 2:00,981610.932,1013.85,60.625,64.16666667,10.38688622,22.25,11.30375
14/11/2020 3:00,973040.932,1013.7125,59.875,65.66666667,10.02688622,27.125,11.355
14/11/2020 4:00,970278.932,1013.7375,46,66.08333333,9.971886217,24.875,11.61
14/11/2020 5:00,978446.932,1013.925,44.375,66.16666667,10.33688622,25.125,11.13125
14/11/2020 6:00,984465.932,1014.475,51.625,66.91666667,11.00688622,41.75,13.2125
14/11/2020 7:00,1006210.932,1015.15,43.75,66.25,11.63438622,47.875,15.29
14/11/2020 8:00,1051228.432,1015.4875,49.125,66.83333333,12.64438622,44.5,15.7425
14/11/2020 9:00,1101918.932,1015.3625,72.5,63.83333333,14.86188622,53.125,12.26375
14/11/2020 10:00,1137989.932,1014.9875,80.25,62.91666667,16.27188622,50.625,13.2
14/11/2020 11:00,1150514.432,1014.375,78.625,62.66666667,18.36688622,70.75,10.46125
14/11/2020 12:00,1145728.932,1013.3,67.125,62.16666667,19.48938622,52,11.30375
14/11/2020 13:00,1136731.432,1012.2,60.625,62.16666667,20.58938622,197.5,6.49
14/11/2020 14:00,1144365.932,1011.35,59,61.91666667,22.02438622,100.5,7.91375
14/11/2020 15:00,1140723.432,1010.975,62.5,62.41666667,20.79688622,58.75,14.25625
14/11/2020 16:00,1137569.432,1010.9125,49.875,63.16666667,19.75188622,348.25,16.69375
14/11/2020 17:00,1125561.432,1011.1625,54.5,66.08333333,18.36688622,56.625,13.085
14/11/2020 18:00,1129041.432,1011.95,71.5,69.75,17.57688622,52.25,7.74875
14/11/2020 19:00,1114284.932,1012.95,71.125,75.08333333,16.41938622,162.875,5.31875
14/11/2020 20:00,1098065.932,1013.5,74,74,17.00688622,114.125,2.645
14/11/2020 21:00,1081942.432,1013.7,74.375,73.58333333,16.86188622,119.25,8.5225
14/11/2020 22:00,1060413.432,1013.575,75.375,70.91666667,16.64688622,109.375,11.325
14/11/2020 23:00,1032558.432,1013.3875,76.75,72.91666667,16.35938622,123.5,11.19
15/11/2020 0:00,1015027.432,1013.2625,76.375,73.91666667,15.78688622,97.5,10.34875
15/11/2020 1:00,1002183.432,1012.8125,53.25,72.83333333,15.26438622,110.25,4.105
15/11/2020 2:00,990365.932,1012.525,57.125,74.41666667,13.82938622,112.375,8.06875
15/11/2020 3:00,982626.432,1012.325,69.5,75.08333333,13.25188622,102,4.91125
15/11/2020 4:00,977224.432,1012.2125,74.125,76.66666667,12.02688622,88.5,8.02125
15/11/2020 5:00,977833.432,1012.5625,51.5,76.83333333,12.25188622,96,5.1575
15/11/2020 6:00,975423.932,1013.6125,36.375,78.25,12.52938622,89.875,5.39125
15/11/2020 7:00,978997.932,1014.7875,17.375,78.91666667,12.14938622,88.875,5.42
15/11/2020 8:00,997856.932,1015.4875,1.875,74.66666667,14.44438622,97.25,5.31375
15/11/2020 9:00,1025235.932,1015.6875,3,70.75,17.39438622,126.875,7.37875
15/11/2020 10:00,1044688.932,1015.3625,2.625,67.08333333,21.05688622,114.375,13.55625
15/11/2020 11:00,1058849.432,1014.7375,1.875,65.25,22.71438622,114.125,17.68375
15/11/2020 12:00,1063403.432,1013.8,3.625,63.5,23.11188622,161.125,14.78875
15/11/2020 13:00,1062564.432,1012.7125,15.125,62.25,24.02938622,209.75,10.8025
15/11/2020 14:00,1059782.432,1012.0125,15,63.41666667,23.62188622,244.375,6.61875
15/11/2020 15:00,1059627.932,1011.8,15,69.66666667,21.06438622,241.75,19.44125
15/11/2020 16:00,1056256.932,1011.9625,15.125,71.08333333,19.25938622,312.375,16.75625
15/11/2020 17:00,1056214.432,1012.3,16.125,70,18.76188622,247.75,13.88875
15/11/2020 18:00,1071858.932,1012.8,16.5,72.41666667,16.81188622,258.375,10.2275
15/11/2020 19:00,1071643.432,1013.4375,7.875,74.5,15.15938622,339.75,7.77375
15/11/2020 20:00,1065015.432,1014.0625,6.5,75.58333333,15.39438622,341.75,10.09
15/11/2020 21:00,1050472.932,1014.575,5.625,77.25,15.18688622,302.375,12.07875
15/11/2020 22:00,1035353.932,1015.0375,4.375,78.83333333,14.07188622,8.125,9.30625
15/11/2020 23:00,1015653.932,1014.8125,3,78,13.66438622,17.875,3.6475
16/11/2020 0:00,1005369.932,1014.225,1.625,80.41666667,12.08938622,26.75,3.19125
16/11/2020 1:00,992217.432,1013.575,0.625,82,11.76188622,41.375,5.69
16/11/2020 2:00,979980.932,1013.1,0,81.75,11.35438622,36.375,3.16125
16/11/2020 3:00,972072.432,1012.8625,0,79.33333333,10.74688622,26.125,6.07125
16/11/2020 4:00,970619.432,1012.8125,0,83.08333333,9.706886217,31.375,3.19125
16/11/2020 5:00,980655.432,1013.05,0,82.16666667,10.89938622,38,3.12875
16/11/2020 6:00,991032.932,1013.6875,0.125,82.91666667,10.22938622,54.375,3.44125
16/11/2020 7:00,1026270.932,1014.3625,1,81.83333333,10.95938622,60.375,6.95125
16/11/2020 8:00,1090949.432,1014.9625,1,79.66666667,12.43938622,47.5,8.1675
16/11/2020 9:00,1158887.932,1015.35,1,74.16666667,15.98438622,38.375,4.2375
16/11/2020 10:00,1204461.932,1015.3125,0.375,68.41666667,21.51188622,63.125,3.16625
16/11/2020 11:00,1224736.932,1015,0,66.83333333,23.49938622,64.625,8.76125
16/11/2020 12:00,1223446.432,1014.2125,0.5,65.91666667,24.97438622,75.25,11.56
16/11/2020 13:00,1217690.932,1013.0375,0.625,65.75,25.10438622,265,15.045
16/11/2020 14:00,1223860.432,1012.225,3,69,22.22938622,270.5,17.45125
16/11/2020 15:00,1223774.432,1012.1125,15.25,70.83333333,21.46438622,283.375,16.25375
16/11/2020 16:00,1217167.932,1012.325,3.625,72.33333333,20.87938622,302.375,13.07
16/11/2020 17:00,1198469.932,1012.6375,4,72.16666667,20.40188622,302,9.9175
16/11/2020 18:00,1186256.932,1013.3125,3.25,72.16666667,18.60938622,323.75,8.45125
16/11/2020 19:00,1158032.932,1014.125,1,74,17.33938622,337.625,6.69
16/11/2020 20:00,1133174.932,1014.5875,0,77,17.46438622,344.625,7.58625
16/11/2020 21:00,1106571.932,1014.8,0,75.66666667,17.50188622,305.75,8.565
16/11/2020 22:00,1085518.432,1014.8,0,76.08333333,17.39188622,53.25,8.195
16/11/2020 23:00,1047521.932,1014.575,0.375,77.66666667,16.10688622,228,6.26625
17/11/2020 0:00,1038532.432,1014.0875,2.25,77.58333333,15.94188622,69.625,1.345
17/11/2020 1:00,1022084.432,1013.6375,7.25,79,15.49688622,62.625,1.92625
17/11/2020 2:00,1009312.932,1013.45,10.25,80.91666667,13.94188622,40.25,4.6225
17/11/2020 3:00,1001334.432,1013.175,14.5,81.66666667,13.41938622,49.75,2.52
17/11/2020 4:00,997524.432,1013,33.5,81.58333333,13.28688622,48.125,6.915
17/11/2020 5:00,1006467.932,1012.975,32,79.83333333,13.49938622,52.875,6.29375
17/11/2020 6:00,1017995.432,1013.4375,29,79.16666667,13.87688622,45.375,8.2275
17/11/2020 7:00,1054107.932,1014.15,16.5,80.08333333,13.50188622,49.875,3.21875
17/11/2020 8:00,1140692.932,1014.6875,1.125,79.5,14.92688622,57,3.57375
17/11/2020 9:00,1219925.932,1015.05,0,73.5,18.96188622,91.625,7.4875
17/11/2020 10:00,1277576.432,1015.0625,0,69.25,22.93938622,84.5,8.8075
17/11/2020 11:00,1303337.432,1014.7,0,66.16666667,25.36688622,91.625,8.72375
17/11/2020 12:00,1310910.932,1013.8875,0,62.5,27.40188622,74.25,9.0475
17/11/2020 13:00,1302858.932,1012.7375,0,61.91666667,27.20688622,240.875,13.515
17/11/2020 14:00,1300980.932,1011.9125,0.375,65.58333333,26.38938622,254.25,12.895
17/11/2020 15:00,1289779.432,1011.575,3,71,24.08938622,285,19.5125
17/11/2020 16:00,1280277.932,1011.5,7,75.25,21.75188622,290,19.28375
17/11/2020 17:00,1247533.432,1011.675,13.125,77.33333333,19.48938622,301.75,14.545
17/11/2020 18:00,1214079.432,1012.325,24.625,75.41666667,19.06438622,308.25,11.32125
17/11/2020 19:00,1176414.432,1013.375,35.5,76.25,18.29938622,334.5,8.965
17/11/2020 20:00,1144926.932,1013.9,40.375,73.33333333,18.11438622,332.5,7.54
17/11/2020 21:00,1114173.932,1014.1625,38.75,73.33333333,18.09688622,346.375,9.265
17/11/2020 22:00,1091832.432,1014.125,32.625,72.58333333,17.92938622,347.125,7.76625
17/11/2020 23:00,1064270.932,1013.9,25,76.58333333,16.35438622,347.5,6.6125
18/11/2020 0:00,1039421.432,1013.5625,16.875,84.66666667,14.50688622,311.625,6.59875
18/11/2020 1:00,1023132.932,1012.975,18.75,79.83333333,15.54438622,13.25,6.2975
18/11/2020 2:00,1008858.932,1012.35,10.125,82.33333333,13.76438622,51.75,1.94
18/11/2020 3:00,999396.432,1012.0375,11.75,84.66666667,13.04688622,82.125,2.36625
18/11/2020 4:00,995370.932,1011.9875,19,86.66666667,11.46688622,101.875,6.6025
18/11/2020 5:00,1000475.432,1012.2875,22.125,84.5,11.48938622,79.625,6.99375
18/11/2020 6:00,1011674.932,1012.6875,12.375,83.75,11.70438622,58.25,7.94375
18/11/2020 7:00,1055870.432,1013.425,0.625,83.08333333,12.21188622,109.375,8.87375
18/11/2020 8:00,1137249.932,1013.95,9.125,81.75,13.00938622,93.25,9.345
18/11/2020 9:00,1221634.432,1014.2125,34.25,76.33333333,17.20938622,105.625,7.26125
18/11/2020 10:00,1269133.932,1014.075,25.5,71.66666667,20.29438622,104.75,8.5025
18/11/2020 11:00,1286385.432,1013.3625,31.625,69.33333333,22.45688622,88.75,7.20375
18/11/2020 12:00,1285043.432,1012.4625,42.375,62.91666667,25.10938622,82.25,7.11125
18/11/2020 13:00,1282415.432,1011.3125,46,62.25,25.49688622,331.25,11.76375
18/11/2020 14:00,1289932.932,1010.5,48.25,64.08333333,24.88438622,290.375,10.87125
18/11/2020 15:00,1285160.932,1009.9125,50.375,69.41666667,22.79938622,285.375,17.23125
18/11/2020 16:00,1271634.932,1009.8,43.5,73.08333333,21.02938622,308,15.58875
18/11/2020 17:00,1238169.432,1009.85,33.75,73.25,20.31188622,314.375,14.2925
18/11/2020 18:00,1214277.432,1010.3375,52,72.41666667,18.55938622,326.875,11.64125
18/11/2020 19:00,1173474.932,1011.1375,32.625,73.25,17.25438622,335.375,8.56625
18/11/2020 20:00,1141843.432,1011.8875,33.375,77.75,16.07938622,350.125,8.37875
18/11/2020 21:00,1111977.932,1012.2875,30.25,79.75,15.62938622,344.625,7.11375
18/11/2020 22:00,1088865.932,1012.4375,33.125,79.83333333,14.35188622,322.5,7.29625
18/11/2020 23:00,1061238.932,1011.9875,39.25,79.91666667,14.01438622,307,6.1325
19/11/2020 0:00,1035731.432,1011.5125,38.5,82.58333333,12.49688622,84.375,5.5275
19/11/2020 1:00,1017524.932,1011.1875,30.125,77.75,11.94188622,100.5,7.29125
19/11/2020 2:00,1004545.932,1010.8,24,76.75,11.29438622,113.625,2.4875
19/11/2020 3:00,993407.932,1010.4625,26.5,78.5,9.506886217,101.375,3.51125
19/11/2020 4:00,989611.432,1010.2625,31.25,78.41666667,8.924386217,102.625,9.03
19/11/2020 5:00,997158.932,1010.65,30.375,75.66666667,9.104386217,100.5,12.56625
19/11/2020 6:00,1015162.932,1011.45,23.75,72.75,9.539386217,103,11.54875
19/11/2020 7:00,1057958.932,1012.5875,28.875,71.33333333,10.36938622,96.75,12.2175
