Time,Cloud Cover (%),Pressure_kpa,Temperature (C) ,Wind Direction (deg),Wind Speed (kmh)
27/3/2017 17:00,0,1007,22,324,10
27/3/2017 18:00,0,1008,20,329,9
27/3/2017 19:00,0,1008,20,282,8
27/3/2017 20:00,0,1009,18,235,8
27/3/2017 21:00,0,1009,18,188,8
27/3/2017 22:00,0,1009,16,184,8
27/3/2017 23:00,0,1009,16,179,7
28/3/2017 0:00,0,1008,14,174,7
28/3/2017 1:00,0,1008,14,179,7
28/3/2017 2:00,0,1008,12,184,7
28/3/2017 3:00,0,1008,12,189,8
28/3/2017 4:00,0,1009,14,180,7
28/3/2017 5:00,0,1009,16,172,7
28/3/2017 6:00,0,1010,18,163,7
28/3/2017 7:00,0,1010,22,206,6
28/3/2017 8:00,0,1010,24,248,6
28/3/2017 9:00,0,1010,28,291,5
28/3/2017 10:00,0,1010,28,290,10
28/3/2017 11:00,0,1009,28,289,14
28/3/2017 12:00,0,1008,30,288,18
28/3/2017 13:00,0,1007,28,292,17
28/3/2017 14:00,0,1007,26,297,17
28/3/2017 15:00,0,1007,26,301,16
28/3/2017 16:00,0,1007,24,303,13
28/3/2017 17:00,0,1008,22,306,10
28/3/2017 18:00,0,1008,18,308,8
28/3/2017 19:00,0,1009,18,264,9
28/3/2017 20:00,0,1010,16,220,10
28/3/2017 21:00,0,1010,16,176,11
28/3/2017 22:00,0,1010,14,178,9
28/3/2017 23:00,0,1009,14,179,8
29/3/2017 0:00,0,1009,12,181,6
29/3/2017 1:00,14,1009,12,183,6
29/3/2017 2:00,28,1009,10,184,5
29/3/2017 3:00,42,1009,10,186,4
29/3/2017 4:00,28,1010,12,160,4
29/3/2017 5:00,14,1010,14,134,3
29/3/2017 6:00,0,1011,16,108,3
29/3/2017 7:00,0,1011,20,149,3
29/3/2017 8:00,0,1011,24,189,4
29/3/2017 9:00,0,1011,28,230,5
29/3/2017 10:00,0,1010,28,244,9
29/3/2017 11:00,0,1009,28,259,14
29/3/2017 12:00,0,1008,28,274,18
29/3/2017 13:00,0,1008,28,280,17
29/3/2017 14:00,0,1007,26,285,16
29/3/2017 15:00,0,1007,26,291,15
29/3/2017 16:00,0,1007,22,294,12
29/3/2017 17:00,0,1008,20,298,9
29/3/2017 18:00,0,1008,18,302,6
29/3/2017 19:00,0,1009,18,267,5
29/3/2017 20:00,0,1009,16,232,3
29/3/2017 21:00,0,1010,16,198,2
29/3/2017 22:00,0,1009,16,212,2
29/3/2017 23:00,0,1009,14,227,2
30/3/2017 0:00,0,1009,14,241,2
30/3/2017 1:00,0,1009,14,191,3
30/3/2017 2:00,0,1009,12,140,3
30/3/2017 3:00,0,1009,12,90,3
30/3/2017 4:00,0,1009,16,78,3
30/3/2017 5:00,0,1010,18,67,4
30/3/2017 6:00,0,1010,22,55,4
30/3/2017 7:00,0,1010,24,132,6
30/3/2017 8:00,0,1010,28,209,8
30/3/2017 9:00,0,1010,30,286,9
30/3/2017 10:00,0,1010,30,284,12
30/3/2017 11:00,0,1009,32,281,16
30/3/2017 12:00,0,1008,32,278,19
30/3/2017 13:00,0,1008,30,273,18
30/3/2017 14:00,0,1007,28,268,16
30/3/2017 15:00,0,1007,26,263,15
30/3/2017 16:00,0,1007,24,250,12
30/3/2017 17:00,0,1008,22,237,10
30/3/2017 18:00,0,1009,18,224,7
30/3/2017 19:00,0,1009,18,213,8
30/3/2017 20:00,0,1010,18,201,8
30/3/2017 21:00,0,1010,16,190,8
30/3/2017 22:00,0,1010,16,190,8
30/3/2017 23:00,0,1010,14,190,8
31/3/2017 0:00,0,1009,14,191,8
31/3/2017 1:00,0,1009,14,169,6
31/3/2017 2:00,0,1009,12,147,5
31/3/2017 3:00,0,1009,12,125,3
31/3/2017 4:00,0,1009,14,126,3
31/3/2017 5:00,0,1010,16,126,4
31/3/2017 6:00,0,1010,18,126,4
31/3/2017 7:00,0,1010,20,164,6
31/3/2017 8:00,0,1010,24,201,8
31/3/2017 9:00,0,1010,26,238,9
31/3/2017 10:00,0,1009,26,244,13
31/3/2017 11:00,0,1008,26,249,17
31/3/2017 12:00,0,1008,26,255,20
31/3/2017 13:00,0,1007,26,256,18
31/3/2017 14:00,0,1007,24,258,16
31/3/2017 15:00,0,1006,22,259,14
31/3/2017 16:00,0,1007,20,255,12
31/3/2017 17:00,0,1007,18,252,10
31/3/2017 18:00,0,1008,16,249,8
31/3/2017 19:00,0,1008,16,227,8
31/3/2017 20:00,0,1009,16,206,9
31/3/2017 21:00,0,1009,16,185,9
31/3/2017 22:00,0,1009,14,184,9
31/3/2017 23:00,0,1009,14,183,8
1/4/2017 0:00,0,1008,14,182,7
1/4/2017 1:00,5,1008,12,175,6
1/4/2017 2:00,11,1009,12,168,6
1/4/2017 3:00,16,1009,12,161,5
1/4/2017 4:00,15,1009,14,171,6
1/4/2017 5:00,13,1009,14,181,7
1/4/2017 6:00,12,1010,16,191,8
1/4/2017 7:00,8,1009,18,215,8
1/4/2017 8:00,4,1009,22,239,8
1/4/2017 9:00,0,1009,24,263,8
1/4/2017 10:00,0,1008,24,264,12
1/4/2017 11:00,0,1007,26,265,15
1/4/2017 12:00,0,1007,26,266,19
1/4/2017 13:00,0,1006,24,270,17
1/4/2017 14:00,0,1006,22,275,15
1/4/2017 15:00,0,1005,22,279,13
1/4/2017 16:00,0,1006,20,277,12
1/4/2017 17:00,0,1006,18,275,10
1/4/2017 18:00,0,1007,16,273,9
1/4/2017 19:00,0,1007,16,261,7
1/4/2017 20:00,0,1008,14,249,5
1/4/2017 21:00,0,1008,14,237,3
1/4/2017 22:00,0,1008,14,215,3
1/4/2017 23:00,0,1008,14,194,3
2/4/2017 0:00,0,1007,12,172,3
2/4/2017 1:00,0,1007,12,177,2
2/4/2017 2:00,0,1007,12,182,2
2/4/2017 3:00,0,1007,12,186,1
2/4/2017 4:00,0,1008,14,230,2
2/4/2017 5:00,0,1009,16,274,3
2/4/2017 6:00,0,1009,18,318,4
2/4/2017 7:00,0,1009,20,312,6
2/4/2017 8:00,0,1009,24,305,8
2/4/2017 9:00,0,1009,26,299,10
2/4/2017 10:00,0,1008,26,297,14
2/4/2017 11:00,0,1008,28,295,18
2/4/2017 12:00,0,1007,28,293,22
2/4/2017 13:00,0,1007,28,297,20
2/4/2017 14:00,0,1006,26,301,18
2/4/2017 15:00,0,1006,26,305,16
2/4/2017 16:00,0,1006,24,298,15
2/4/2017 17:00,0,1007,20,290,13
2/4/2017 18:00,0,1007,18,282,12
2/4/2017 19:00,0,1008,16,268,9
2/4/2017 20:00,0,1009,16,255,6
2/4/2017 21:00,0,1010,14,241,4
2/4/2017 22:00,0,1009,14,218,3
2/4/2017 23:00,0,1009,12,196,3
3/4/2017 0:00,0,1009,12,173,3
3/4/2017 1:00,0,1009,12,204,2
3/4/2017 2:00,0,1009,12,236,1
3/4/2017 3:00,0,1009,12,267,0
3/4/2017 4:00,0,1010,14,292,1
3/4/2017 5:00,0,1010,16,317,1
3/4/2017 6:00,0,1010,18,342,2
3/4/2017 7:00,0,1011,20,320,4
3/4/2017 8:00,0,1011,24,299,7
3/4/2017 9:00,0,1011,26,277,9
3/4/2017 10:00,0,1010,26,280,13
3/4/2017 11:00,0,1009,26,283,16
3/4/2017 12:00,0,1009,28,286,20
3/4/2017 13:00,0,1008,26,287,18
3/4/2017 14:00,0,1008,26,289,16
3/4/2017 15:00,0,1008,24,291,15
3/4/2017 16:00,0,1008,22,289,14
3/4/2017 17:00,0,1009,20,288,13
3/4/2017 18:00,0,1009,18,287,12
3/4/2017 19:00,0,1010,16,289,9
3/4/2017 20:00,0,1010,16,292,6
3/4/2017 21:00,0,1011,14,294,2
3/4/2017 22:00,0,1010,14,305,3
3/4/2017 23:00,0,1010,14,316,4
4/4/2017 0:00,0,1010,12,327,5
4/4/2017 1:00,0,1010,12,224,6
4/4/2017 2:00,0,1010,12,121,7
4/4/2017 3:00,0,1010,12,18,8
4/4/2017 4:00,0,1010,14,18,9
4/4/2017 5:00,0,1010,16,19,9
4/4/2017 6:00,0,1011,20,20,9
4/4/2017 7:00,0,1011,22,113,9
4/4/2017 8:00,0,1010,26,206,10
4/4/2017 9:00,0,1010,28,299,10
4/4/2017 10:00,0,1009,30,300,14
4/4/2017 11:00,0,1009,30,302,18
4/4/2017 12:00,0,1008,30,303,22
4/4/2017 13:00,0,1008,30,306,21
4/4/2017 14:00,0,1007,28,308,19
4/4/2017 15:00,0,1007,26,310,17
4/4/2017 16:00,0,1007,24,310,17
4/4/2017 17:00,0,1008,22,311,16
4/4/2017 18:00,0,1008,20,311,16
4/4/2017 19:00,0,1009,18,309,12
4/4/2017 20:00,0,1009,16,306,8
4/4/2017 21:00,0,1010,16,304,4
4/4/2017 22:00,0,1010,14,312,6
4/4/2017 23:00,0,1009,14,319,7
5/4/2017 0:00,0,1009,14,327,9
5/4/2017 1:00,0,1009,14,218,8
5/4/2017 2:00,0,1009,14,109,7
5/4/2017 3:00,0,1009,12,0,6
5/4/2017 4:00,0,1009,14,116,6
5/4/2017 5:00,0,1010,18,231,6
5/4/2017 6:00,0,1010,20,346,6
5/4/2017 7:00,0,1010,22,325,7
5/4/2017 8:00,0,1010,24,304,9
5/4/2017 9:00,0,1010,26,282,11
5/4/2017 10:00,0,1009,26,281,14
5/4/2017 11:00,0,1009,26,280,17
5/4/2017 12:00,0,1008,26,279,20
5/4/2017 13:00,0,1008,24,273,17
5/4/2017 14:00,0,1007,24,268,15
5/4/2017 15:00,0,1007,22,263,12
5/4/2017 16:00,0,1008,20,254,11
5/4/2017 17:00,0,1008,18,246,11
5/4/2017 18:00,0,1009,16,238,10
5/4/2017 19:00,1,1009,16,237,9
5/4/2017 20:00,1,1009,14,237,8
5/4/2017 21:00,2,1010,14,236,7
5/4/2017 22:00,5,1009,14,249,7
5/4/2017 23:00,7,1009,12,261,7
6/4/2017 0:00,10,1009,12,274,6
6/4/2017 1:00,9,1009,12,253,5
6/4/2017 2:00,8,1009,12,232,3
6/4/2017 3:00,8,1009,12,211,2
6/4/2017 4:00,5,1009,14,218,2
6/4/2017 5:00,3,1009,14,225,3
6/4/2017 6:00,0,1010,16,233,3
6/4/2017 7:00,0,1010,20,240,6
6/4/2017 8:00,0,1010,22,247,9
6/4/2017 9:00,0,1010,24,255,12
6/4/2017 10:00,0,1009,24,259,15
6/4/2017 11:00,0,1008,24,263,17
6/4/2017 12:00,0,1008,24,267,20
6/4/2017 13:00,0,1008,24,259,17
6/4/2017 14:00,0,1007,22,252,14
6/4/2017 15:00,0,1007,20,244,11
6/4/2017 16:00,3,1008,18,237,11
6/4/2017 17:00,6,1009,16,230,11
6/4/2017 18:00,9,1009,16,223,10
6/4/2017 19:00,13,1010,14,216,10
6/4/2017 20:00,18,1010,14,208,9
6/4/2017 21:00,22,1010,14,201,8
6/4/2017 22:00,27,1010,14,198,7
6/4/2017 23:00,32,1009,14,196,7
7/4/2017 0:00,37,1009,12,193,6
7/4/2017 1:00,36,1009,12,184,6
7/4/2017 2:00,34,1009,12,174,5
7/4/2017 3:00,33,1009,12,164,5
7/4/2017 4:00,24,1009,12,174,6
7/4/2017 5:00,15,1010,14,183,7
7/4/2017 6:00,5,1010,16,192,8
7/4/2017 7:00,4,1010,18,201,10
7/4/2017 8:00,2,1010,20,211,12
7/4/2017 9:00,0,1010,24,220,14
7/4/2017 10:00,0,1010,24,225,16
7/4/2017 11:00,0,1009,24,230,19
7/4/2017 12:00,0,1009,24,236,21
7/4/2017 13:00,0,1009,22,231,19
7/4/2017 14:00,0,1008,22,227,16
7/4/2017 15:00,0,1008,20,223,14
7/4/2017 16:00,0,1009,18,223,14
7/4/2017 17:00,0,1010,18,223,13
7/4/2017 18:00,0,1010,16,223,13
7/4/2017 19:00,3,1010,16,215,11
7/4/2017 20:00,7,1011,14,208,10
7/4/2017 21:00,10,1011,14,201,9
7/4/2017 22:00,21,1010,14,197,9
7/4/2017 23:00,31,1010,14,194,9
8/4/2017 0:00,41,1010,12,191,9
8/4/2017 1:00,38,1010,12,183,8
8/4/2017 2:00,34,1010,12,175,8
8/4/2017 3:00,30,1010,12,168,8
8/4/2017 4:00,23,1010,14,180,8
8/4/2017 5:00,16,1011,16,192,8
8/4/2017 6:00,9,1011,16,204,9
8/4/2017 7:00,6,1011,18,211,10
8/4/2017 8:00,3,1011,22,218,12
8/4/2017 9:00,0,1011,24,226,14
8/4/2017 10:00,0,1010,24,233,16
8/4/2017 11:00,0,1010,24,241,18
8/4/2017 12:00,0,1009,24,249,19
8/4/2017 13:00,0,1009,24,246,17
8/4/2017 14:00,0,1009,22,243,15
8/4/2017 15:00,0,1009,20,241,13
8/4/2017 16:00,5,1009,20,238,12
8/4/2017 17:00,10,1010,18,236,11
8/4/2017 18:00,15,1010,16,233,10
8/4/2017 19:00,34,1010,16,223,9
8/4/2017 20:00,52,1011,14,212,7
8/4/2017 21:00,71,1011,14,202,5
8/4/2017 22:00,64,1010,14,192,5
8/4/2017 23:00,57,1010,14,183,5
9/4/2017 0:00,50,1010,14,173,5
9/4/2017 1:00,57,1010,12,171,6
9/4/2017 2:00,64,1010,12,168,6
9/4/2017 3:00,71,1010,12,165,7
9/4/2017 4:00,59,1011,14,176,7
9/4/2017 5:00,46,1011,14,187,7
9/4/2017 6:00,34,1012,16,199,7
9/4/2017 7:00,22,1012,18,211,9
9/4/2017 8:00,11,1012,20,224,10
9/4/2017 9:00,0,1011,22,237,12
9/4/2017 10:00,0,1011,24,244,14
9/4/2017 11:00,0,1010,24,251,16
9/4/2017 12:00,0,1010,24,257,19
9/4/2017 13:00,0,1009,22,258,17
9/4/2017 14:00,0,1009,22,259,15
9/4/2017 15:00,0,1009,20,260,13
9/4/2017 16:00,8,1009,18,259,12
9/4/2017 17:00,16,1010,16,257,11
9/4/2017 18:00,23,1010,16,256,10
9/4/2017 19:00,28,1011,14,248,9
9/4/2017 20:00,32,1011,14,239,7
9/4/2017 21:00,37,1011,14,231,6
9/4/2017 22:00,41,1011,14,227,6
9/4/2017 23:00,45,1011,12,224,6
10/4/2017 0:00,49,1010,12,221,6
10/4/2017 1:00,50,1010,12,209,5
10/4/2017 2:00,50,1010,12,198,5
10/4/2017 3:00,51,1010,12,186,4
10/4/2017 4:00,48,1010,14,193,3
10/4/2017 5:00,44,1011,14,201,3
10/4/2017 6:00,41,1012,16,208,3
10/4/2017 7:00,29,1012,18,224,5
10/4/2017 8:00,16,1012,20,240,8
10/4/2017 9:00,4,1012,22,257,11
10/4/2017 10:00,4,1012,24,259,13
10/4/2017 11:00,3,1011,24,261,16
10/4/2017 12:00,3,1011,24,263,18
10/4/2017 13:00,3,1010,22,266,16
10/4/2017 14:00,3,1010,22,269,14
10/4/2017 15:00,4,1010,20,273,12
10/4/2017 16:00,4,1011,18,270,11
10/4/2017 17:00,4,1011,16,267,10
10/4/2017 18:00,4,1012,16,264,9
10/4/2017 19:00,7,1012,14,265,7
10/4/2017 20:00,11,1012,14,266,6
10/4/2017 21:00,15,1013,14,267,4
10/4/2017 22:00,18,1012,14,284,4
10/4/2017 23:00,21,1012,12,300,3
11/4/2017 0:00,24,1011,12,317,3
11/4/2017 1:00,31,1011,12,212,3
11/4/2017 2:00,38,1011,12,107,4
11/4/2017 3:00,45,1011,12,1,4
11/4/2017 4:00,35,1012,14,116,5
11/4/2017 5:00,26,1012,14,231,5
11/4/2017 6:00,17,1013,16,346,6
11/4/2017 7:00,12,1012,18,325,7
11/4/2017 8:00,7,1012,20,305,8
11/4/2017 9:00,3,1012,24,284,10
11/4/2017 10:00,3,1012,24,283,13
11/4/2017 11:00,3,1011,24,282,15
11/4/2017 12:00,3,1011,24,281,18
11/4/2017 13:00,3,1010,22,288,17
11/4/2017 14:00,3,1010,22,294,16
11/4/2017 15:00,3,1009,20,300,15
11/4/2017 16:00,2,1010,18,297,14
11/4/2017 17:00,2,1010,16,294,13
11/4/2017 18:00,2,1011,14,291,12
11/4/2017 19:00,1,1011,14,297,10
11/4/2017 20:00,1,1011,14,302,8
11/4/2017 21:00,0,1011,12,308,5
11/4/2017 22:00,4,1011,12,309,5
11/4/2017 23:00,9,1011,12,309,5
12/4/2017 0:00,13,1011,12,310,5
12/4/2017 1:00,34,1011,12,210,5
12/4/2017 2:00,55,1011,12,110,5
12/4/2017 3:00,76,1011,12,10,5
12/4/2017 4:00,58,1011,12,12,5
12/4/2017 5:00,40,1012,14,15,5
12/4/2017 6:00,22,1012,14,18,5
12/4/2017 7:00,15,1012,18,107,6
12/4/2017 8:00,7,1012,20,196,8
12/4/2017 9:00,0,1012,22,285,10
12/4/2017 10:00,0,1011,22,284,13
12/4/2017 11:00,0,1011,22,282,17
12/4/2017 12:00,0,1010,22,281,21
12/4/2017 13:00,0,1010,22,288,19
12/4/2017 14:00,0,1009,22,296,18
12/4/2017 15:00,0,1009,20,303,17
12/4/2017 16:00,0,1009,18,299,16
12/4/2017 17:00,0,1010,16,295,14
12/4/2017 18:00,0,1011,16,291,13
12/4/2017 19:00,4,1011,14,294,10
12/4/2017 20:00,8,1012,14,296,8
12/4/2017 21:00,12,1012,14,299,5
12/4/2017 22:00,22,1012,12,307,6
12/4/2017 23:00,32,1011,12,316,7
13/4/2017 0:00,42,1011,12,324,8
13/4/2017 1:00,34,1011,12,218,8
13/4/2017 2:00,26,1011,12,111,8
13/4/2017 3:00,17,1011,10,5,8
13/4/2017 4:00,12,1011,12,9,8
13/4/2017 5:00,7,1012,14,14,8
13/4/2017 6:00,2,1012,14,19,8
